New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Interacting Proteins	Pathogen Taxon	Disease	Host Taxon	Host Target Protein	Cotyledons	Tissue	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	Inducer CAS IDs	Inducer ChEBI IDs	Anti-Infectives	Anti-Infective CAS IDs	Anti-Infective ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Host Response	Experiment Specifications	Curators	Approver	Species Experts	PubMed IDs	Curation Date
PHI:I3028	PHI:2719	G1FM79	talC	talC	TalC	JN234375		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3029	PHI:2720	G7T9N6	tal1c	tal1c;XOC_0460	TAL effector protein Tal1c (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3030	PHI:2721	G7TK09	tal2a	tal2a;XOC_1583	TAL effector protein Tal2a (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003824:catalytic activity [GO:0003824]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3031	PHI:2722	G7TJZ8	tal2g	tal2g;XOC_1565	TAL effector protein Tal2g (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3032	PHI:2717	Q9FDG1	avrXa7	avrXa7	AvrXa7 (Fragment)	AF275317		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3033	PHI:2718	B2SU53	pthXo1	pthXo1;tal2b;PXO_00227	TAL effector protein PthXo1 (Avirulence protein PthXo1) (TAL effector protein Tal2b)	CP000967;AY495676		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003677:extracellular region [GO:0005576]; GO:0005576: host cell nucleus [GO:0042025]; GO:0042025: DNA binding [GO:0003677]; GO:0034053: modulation by symbiont of host defense-related programmed cell death [GO:0034053]; GO:0009405: pathogenesis [GO:0009405]; GO:0006355: regulation of transcription, DNA-templated [GO:0006355]; GO:0006351: transcription, DNA-templated [GO:0006351]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3034	PHI:2719	G1FM79	talC	talC	TalC	JN234375		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3035	PHI:2720	G7T9N6	tal1c	tal1c;XOC_0460	TAL effector protein Tal1c (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3036	PHI:2721	G7TK09	tal2a	tal2a;XOC_1583	TAL effector protein Tal2a (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003824:catalytic activity [GO:0003824]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3037	PHI:2722	G7TJZ8	tal2g	tal2g;XOC_1565	TAL effector protein Tal2g (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3038	PHI:2717	Q9FDG1	avrXa7	avrXa7	AvrXa7 (Fragment)	AF275317		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3039	PHI:2718	B2SU53	pthXo1	pthXo1;tal2b;PXO_00227	TAL effector protein PthXo1 (Avirulence protein PthXo1) (TAL effector protein Tal2b)	CP000967;AY495676		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003677:extracellular region [GO:0005576]; GO:0005576: host cell nucleus [GO:0042025]; GO:0042025: DNA binding [GO:0003677]; GO:0034053: modulation by symbiont of host defense-related programmed cell death [GO:0034053]; GO:0009405: pathogenesis [GO:0009405]; GO:0006355: regulation of transcription, DNA-templated [GO:0006355]; GO:0006351: transcription, DNA-templated [GO:0006351]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3040	PHI:2719	G1FM79	talC	talC	TalC	JN234375		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3041	PHI:2720	G7T9N6	tal1c	tal1c;XOC_0460	TAL effector protein Tal1c (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3042	PHI:2721	G7TK09	tal2a	tal2a;XOC_1583	TAL effector protein Tal2a (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003824:catalytic activity [GO:0003824]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3043	PHI:2722	G7TJZ8	tal2g	tal2g;XOC_1565	TAL effector protein Tal2g (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3044	PHI:2717	Q9FDG1	avrXa7	avrXa7	AvrXa7 (Fragment)	AF275317		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3045	PHI:2718	B2SU53	pthXo1	pthXo1;tal2b;PXO_00227	TAL effector protein PthXo1 (Avirulence protein PthXo1) (TAL effector protein Tal2b)	CP000967;AY495676		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003677:extracellular region [GO:0005576]; GO:0005576: host cell nucleus [GO:0042025]; GO:0042025: DNA binding [GO:0003677]; GO:0034053: modulation by symbiont of host defense-related programmed cell death [GO:0034053]; GO:0009405: pathogenesis [GO:0009405]; GO:0006355: regulation of transcription, DNA-templated [GO:0006355]; GO:0006351: transcription, DNA-templated [GO:0006351]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3046	PHI:2719	G1FM79	talC	talC	TalC	JN234375		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3047	PHI:2720	G7T9N6	tal1c	tal1c;XOC_0460	TAL effector protein Tal1c (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3048	PHI:2721	G7TK09	tal2a	tal2a;XOC_1583	TAL effector protein Tal2a (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot		GO:0003824:catalytic activity [GO:0003824]		POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
PHI:I3049	PHI:2722	G7TJZ8	tal2g	tal2g;XOC_1565	TAL effector protein Tal2g (AvrBs3 and PthA family of transcription activator-like effector proteins)	CP003057		64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 		Monocot				POO:0000005:effector (plant avirulence determinant)																	ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections			23078195: Verdier V, Triplett LR, Hummel AW, Corral R, Cernadas RA, Schmidt CL, Bogdanove AJ, Leach JE. (2012). "Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae." New Phytol 196(4): 1197-1207. 10.1111/j.1469-8137.2012.04367.x.	2015-09-01
