
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0009306	protein secretion	IEA	
GO:0009306	protein secretion	ISS	
GO:0015031	protein transport	IEA	
GO:0043953	protein transport by the Tat complex	IEA	

UniProt accession:Q4PCT8
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q6RKH5
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q2PEP0
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q3Y5V5
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:G1UBC2
GO ID	Go Term	GO Evidence Code
GO:0007155	cell adhesion	IEA	
GO:0007155	cell adhesion	IGI	
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IEA	
GO:0016337	single organismal cell-cell adhesion	IDA	
GO:0016337	single organismal cell-cell adhesion	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044406	adhesion of symbiont to host	IGI	
GO:0044407	single-species biofilm formation in or on host organism	IMP	

UniProt accession:I1RS57
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0007165	signal transduction	IEA	

UniProt accession:Q4P2X0
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:P49605
GO ID	Go Term	GO Evidence Code
GO:0001932	regulation of protein phosphorylation	IEA	
GO:0045859	regulation of protein kinase activity	IEA	

UniProt accession:Q5DI82
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:Q4WPX2
GO ID	Go Term	GO Evidence Code
GO:0001516	prostaglandin biosynthetic process	IMP	
GO:0006979	response to oxidative stress	IEA	
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0031408	oxylipin biosynthetic process	IMP	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q4P8E8
GO ID	Go Term	GO Evidence Code
GO:0006066	alcohol metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RXX1
GO ID	Go Term	GO Evidence Code
GO:0008299	isoprenoid biosynthetic process	IEA	
GO:0015936	coenzyme A metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q9LVT1
GO ID	Go Term	GO Evidence Code
GO:0006952	defense response	IEA	

UniProt accession:I1RDX3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q5A7S7
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IMP	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0006366	transcription from RNA polymerase II promoter	IBA	
GO:0009405	pathogenesis	IEA	
GO:0030447	filamentous growth	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:2000221	negative regulation of pseudohyphal growth	IMP	

UniProt accession:I1RU62
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:G4NFS7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0008150	biological_process	ND	
GO:0023014	signal transduction by phosphorylation	IEA	
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q156F5
GO ID	Go Term	GO Evidence Code
GO:0005992	trehalose biosynthetic process	IEA	

UniProt accession:G4N9G6
GO ID	Go Term	GO Evidence Code
GO:0006298	mismatch repair	IEA	
GO:0007131	reciprocal meiotic recombination	IEA	

UniProt accession:G4N2W2
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006811	ion transport	IEA	
GO:0006816	calcium ion transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0070588	calcium ion transmembrane transport	IEA	

UniProt accession:Q59RG0
GO ID	Go Term	GO Evidence Code
GO:0008645	hexose transport	IMP	
GO:0009405	pathogenesis	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0035690	cellular response to drug	IGI	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q4ZZI8
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006352	DNA-templated transcription, initiation	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4N4U0
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IMP	
GO:0048315	conidium formation	IMP	

UniProt accession:E9B636
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q82ZX2
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009405	pathogenesis	IMP	

UniProt accession:G4N1A3
GO ID	Go Term	GO Evidence Code
GO:0006886	intracellular protein transport	IEA	

UniProt accession:O13316
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q5AA40
GO ID	Go Term	GO Evidence Code
GO:0000128	flocculation	IMP	
GO:0006038	cell wall chitin biosynthetic process	IMP	
GO:0006810	transport	IEA	
GO:0006888	ER to Golgi vesicle-mediated transport	ISS	
GO:0009405	pathogenesis	IMP	
GO:0015031	protein transport	IEA	
GO:0030447	filamentous growth	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0051223	regulation of protein transport	ISS	
GO:0060257	negative regulation of flocculation	IMP	
GO:0071555	cell wall organization	IEA	
GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:I1S9H8
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q87BR6
GO ID	Go Term	GO Evidence Code
GO:0009116	nucleoside metabolic process	IEA	

UniProt accession:B2Z3E2
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:B0JFC8
GO ID	Go Term	GO Evidence Code
GO:0015671	oxygen transport	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q5H3K9
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:P43098
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	
GO:0006631	fatty acid metabolic process	IEA	
GO:0006633	fatty acid biosynthetic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0009059	macromolecule biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q9UVB5
GO ID	Go Term	GO Evidence Code
GO:0006493	protein O-linked glycosylation	IEA	
GO:0097502	mannosylation	IEA	

UniProt accession:I1S8Y9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:B6E218
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0032259	methylation	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:Q59X54
GO ID	Go Term	GO Evidence Code
GO:0006673	inositolphosphoceramide metabolic process	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030148	sphingolipid biosynthetic process	IMP	
GO:0097502	mannosylation	IMP	

UniProt accession:P13041
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:G4MNL6
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006811	ion transport	IEA	
GO:0006816	calcium ion transport	IEA	
GO:0034765	regulation of ion transmembrane transport	IEA	
GO:0055085	transmembrane transport	IEA	
GO:0070588	calcium ion transmembrane transport	IEA	

UniProt accession:G4N402
GO ID	Go Term	GO Evidence Code
GO:0030001	metal ion transport	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:K8ZK72
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4MXJ1
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q9UV59
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:C5P3X6
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:V6RFV4
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:B2ZRQ4
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q52CS0
GO ID	Go Term	GO Evidence Code
GO:0006464	cellular protein modification process	RCA	
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:Q5ACU9
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0030448	hyphal growth	IMP	
GO:0034599	cellular response to oxidative stress	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	IMP	
GO:0036171	filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:0036177	filamentous growth of a population of unicellular organisms in response to pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IMP	
GO:0071280	cellular response to copper ion	IMP	
GO:0071285	cellular response to lithium ion	IMP	
GO:0097316	cellular response to N-acetyl-D-glucosamine	IMP	
GO:1900231	regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900439	positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:1900743	positive regulation of filamentous growth of a population of unicellular organisms in response to pH	IMP	

UniProt accession:Q4PDC7
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q2LD94
GO ID	Go Term	GO Evidence Code
GO:0035556	intracellular signal transduction	IEA	
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q5ANJ4
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IGI	
GO:0006355	regulation of transcription, DNA-templated	IMP	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0007155	cell adhesion	IEA	
GO:0007155	cell adhesion	IGI	
GO:0007329	positive regulation of transcription from RNA polymerase II promoter by pheromones	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IGI	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0044406	adhesion of symbiont to host	IGI	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IMP	
GO:1900231	regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:1900461	positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter	IGI	
GO:2000220	regulation of pseudohyphal growth	IGI	
GO:0044114	development of symbiont in host	IMP	

UniProt accession:B8F4X8
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	
GO:0016310	phosphorylation	IEA	
GO:0046835	carbohydrate phosphorylation	IEA	
GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process	IEA	

UniProt accession:Q00580
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:A5H456
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q9C0L9
GO ID	Go Term	GO Evidence Code
GO:0007029	endoplasmic reticulum organization	IEA	
GO:0008152	metabolic process	IEA	
GO:0008645	hexose transport	IMP	
GO:0009405	pathogenesis	IMP	
GO:0035690	cellular response to drug	IMP	

UniProt accession:Q9UVN7
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P40676
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:Q96UQ9
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:C0H5W3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:I1RD70
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q97NM0
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	

UniProt accession:Q9UV51
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:G4MQQ3
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	IEA	

UniProt accession:A9Z1V6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q9C1R1
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0045493	xylan catabolic process	IEA	

UniProt accession:G4YTW4
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:O13395
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:I1RWQ7
GO ID	Go Term	GO Evidence Code
GO:0006414	translational elongation	IEA	
GO:0045901	positive regulation of translational elongation	IEA	
GO:0045905	positive regulation of translational termination	IEA	

UniProt accession:I1RBM2
GO ID	Go Term	GO Evidence Code
GO:0016192	vesicle-mediated transport	IEA	

UniProt accession:D7HZ13
GO ID	Go Term	GO Evidence Code
GO:0006412	translation	IEA	
GO:0006418	tRNA aminoacylation for protein translation	IEA	
GO:0006435	threonyl-tRNA aminoacylation	IEA	
GO:0043039	tRNA aminoacylation	IEA	

UniProt accession:O13314
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:F5HEA9
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:D7HUI8
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	
GO:0009252	peptidoglycan biosynthetic process	IEA	
GO:0046677	response to antibiotic	IEA	

UniProt accession:Q9UW09
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q5AKA8
GO ID	Go Term	GO Evidence Code
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	IMP	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006808	regulation of nitrogen utilization	IMP	
GO:0006808	regulation of nitrogen utilization	ISS	
GO:0006879	cellular iron ion homeostasis	IMP	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0033217	regulation of transcription from RNA polymerase II promoter in response to iron ion starvation	IGI	
GO:0035690	cellular response to drug	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0045893	positive regulation of transcription, DNA-templated	IMP	
GO:0045893	positive regulation of transcription, DNA-templated	ISS	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IMP	
