New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I866	PHI:889	G4MQ91	MGG_09263	MGG_09263	Uncharacterized protein	CM001231	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005634:nucleus; GO:0009405: pathogenesis; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence	Pre-penetration:Yes												ESO:0000001:gene disruption	Kim Hammond-Kosack,Rothamsted Research		17353894: Jeon J, Park SY, Chi MH, Choi J, Park J, Rho HS, Kim S, Goh J, Yoo S, Choi J, Park JY, Yi M, Yang S, Kwon MJ, Han SS, Kim BR, Khang CH, Park B, Lim SE, Jung K, Kong S, Karunakaran M, Oh HS, Kim H, Kim S, Park J, Kang S, Choi WB, Kang S, Lee YH. (2007). "Genome-wide functional analysis of pathogenicity genes in the rice blast fungus." Nat Genet 39(4): 561-565. 10.1038/ng2002.	2014-12-16
PHI:I867	PHI:890	G4MPA8	MGG_07015	MGG_07015	DNA repair protein Rad7	CM001231	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot			POO:0000002:reduced virulence	Pre-penetration:Yes												ESO:0000001:gene disruption	Kim Hammond-Kosack,Rothamsted Research		17353894: Jeon J, Park SY, Chi MH, Choi J, Park J, Rho HS, Kim S, Goh J, Yoo S, Choi J, Park JY, Yi M, Yang S, Kwon MJ, Han SS, Kim BR, Khang CH, Park B, Lim SE, Jung K, Kong S, Karunakaran M, Oh HS, Kim H, Kim S, Park J, Kang S, Choi WB, Kang S, Lee YH. (2007). "Genome-wide functional analysis of pathogenicity genes in the rice blast fungus." Nat Genet 39(4): 561-565. 10.1038/ng2002.	2014-12-16
PHI:I868	PHI:891	G4MVB6	MGG_01748	MGG_01748	Uncharacterized protein	CM001232	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0004190:aspartic-type endopeptidase activity		POO:0000002:reduced virulence	Pre-penetration:Yes												ESO:0000001:gene disruption	Kim Hammond-Kosack,Rothamsted Research		17353894: Jeon J, Park SY, Chi MH, Choi J, Park J, Rho HS, Kim S, Goh J, Yoo S, Choi J, Park JY, Yi M, Yang S, Kwon MJ, Han SS, Kim BR, Khang CH, Park B, Lim SE, Jung K, Kong S, Karunakaran M, Oh HS, Kim H, Kim S, Park J, Kang S, Choi WB, Kang S, Lee YH. (2007). "Genome-wide functional analysis of pathogenicity genes in the rice blast fungus." Nat Genet 39(4): 561-565. 10.1038/ng2002.	2014-12-16
PHI:I869	PHI:893	G4NL37	MGG_02986	MGG_02986	DNA polymerase (EC 2.7.7.7)	CM001237	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003677:DNA binding; GO:0006260: DNA-directed DNA polymerase activity; GO:0003887: DNA replication; GO:0000166: nucleotide binding; GO:0009405: pathogenesis		POO:0000002:reduced virulence	Pre-penetration:Yes												ESO:0000001:gene disruption	Kim Hammond-Kosack,Rothamsted Research		17353894: Jeon J, Park SY, Chi MH, Choi J, Park J, Rho HS, Kim S, Goh J, Yoo S, Choi J, Park JY, Yi M, Yang S, Kwon MJ, Han SS, Kim BR, Khang CH, Park B, Lim SE, Jung K, Kong S, Karunakaran M, Oh HS, Kim H, Kim S, Park J, Kang S, Choi WB, Kang S, Lee YH. (2007). "Genome-wide functional analysis of pathogenicity genes in the rice blast fungus." Nat Genet 39(4): 561-565. 10.1038/ng2002.	2014-12-16
PHI:I870	PHI:896	Q4PF15	um01298	UM01298.1	Uncharacterized protein	AACP01000046	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I871	PHI:897	Q4PF14	um01299	UM01299.1	Uncharacterized protein	AACP01000046	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I872	PHI:898	Q4PF13	um01300	UM01300.1	Uncharacterized protein	AACP01000046	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I873	PHI:899	Q4PF12	um01301	UM01301.1	Uncharacterized protein	AACP01000046	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I874	PHI:900	Q4PF11	um01302	UM01302.1	Uncharacterized protein	AACP01000046	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I875	PHI:901	Q4PDC7	um01886	UM01886.1	Uncharacterized protein	AACP01000070	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0004185:serine-type carboxypeptidase activity		POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I876	PHI:903	Q4PDC5	um01888	UM01888.1	Carboxypeptidase (EC 3.4.16.-)	AACP01000070	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0004185:serine-type carboxypeptidase activity		POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I877	PHI:904	Q4PCH1	um02192	UM02192.1	Uncharacterized protein	AACP01000079	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I878	PHI:905	Q4PCH0	um02193	UM02193.1	Uncharacterized protein	AACP01000079	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I879	PHI:906	Q4PCG9	um02194	UM02194.1	Uncharacterized protein	AACP01000079	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I880	PHI:907	Q4PBP0	um02473	UM02473.1	Uncharacterized protein	AACP01000083	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000001:loss of pathogenicity	Penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
PHI:I881	PHI:908	Q4PBN9	um02474	UM02474.1	Uncharacterized protein	AACP01000083	5270:Ustilago maydis		4577:Zea mays	Monocot			POO:0000001:loss of pathogenicity	Penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		17080091: Kämper J, Kahmann R, Bölker M, Ma LJ, Brefort T, Saville BJ, Banuett F, Kronstad JW, Gold SE, Müller O, Perlin MH, Wösten HA, de Vries R, Ruiz-Herrera J, Reynaga-Peña CG, Snetselaar K, McCann M, Pérez-Martín J, Feldbrügge M, Basse CW, Steinberg G, Ibeas JI, Holloman W, Guzman P, Farman M, Stajich JE, Sentandreu R, González-Prieto JM, Kennell JC, Molina L, Schirawski J, Mendoza-Mendoza A, Greilinger D, Münch K, Rössel N, Scherer M, Vranes M, Ladendorf O, Vincon V, Fuchs U, Sandrock B, Meng S, Ho EC, Cahill MJ, Boyce KJ, Klose J, Klosterman SJ, Deelstra HJ, Ortiz-Castellanos L, Li W, Sanchez-Alonso P, Schreier PH, Häuser-Hahn I, Vaupel M, Koopmann E, Friedrich G, Voss H, Schlüter T, Margolis J, Platt D, Swimmer C, Gnirke A, Chen F, Vysotskaia V, Mannhaupt G, Güldener U, Münsterkötter M, Haase D, Oesterheld M, Mewes HW, Mauceli EW, DeCaprio D, Wade CM, Butler J, Young S, Jaffe DB, Calvo S, Nusbaum C, Galagan J, Birren BW. (2006). "Insights from the genome of the biotrophic fungal plant pathogen Ustilago maydis." Nature 444(7115): 97-101. 10.1038/nature05248.	2014-12-16
