New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I123	PHI:143	P32964	CHT	CHT	Cyanide hydratase (EC 4.2.1.66) (Formamide hydrolyase)	M99044	5563:Gloeocercospora sorghi		4558:Sorghum bicolor (sorghum) 	Monocot	GO:0030196:cyanide hydratase activity; GO:0016810: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; GO:0006807: nitrogen compound metabolic process		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption	Martin Urban,Rothamsted Research		10587474: Wang P, Sandrock RW, VanEtten HD. (1999). "Disruption of the cyanide hydratase gene in Gloeocercospora sorghi increases its sensitivity to the phytoanticipin cyanide but does not affect its pathogenicity on the cyanogenic plant sorghum." Fungal Genet Biol 28(2): 126-134. 10.1006/fgbi.1999.1167.	2015-01-13
PHI:I124	PHI:144	O59928	CHT42		Chitinase	AF050098	29875:Trichoderma virens		107832:Thanatephorus cucumeris	n\a	GO:0005975:carbohydrate metabolic process; GO:0006032: chitinase activity; GO:0004568: chitin catabolic process	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000011:gene overexpression	Thomas Baldwin		10022948: Baek JM, Howell CR, Kenerley CM. (1999). "The role of an extracellular chitinase from Trichoderma virens Gv29-8 in the biocontrol of Rhizoctonia solani." Curr Genet 35(1): 41-50. 10.1007/s002940050431.	2015-01-13
PHI:I125	PHI:146	O42793	CT-PKAC	pkaC	CAMP-dependent protein kinase catalytic subunit	AF046921	5466:Colletotrichum trifolii		3879:Medicago sativa	Dicot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000001:loss of pathogenicity	Pre-penetration:No;Penetration:Yes												ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		10226376: Yang Z, Dickman MB. (1999). "Colletotrichum trifolii mutants disrupted in the catalytic subunit of cAMP-dependent protein kinase are nonpathogenic." Mol Plant Microbe Interact 12(5): 430-439. 10.1094/mpmi.1999.12.5.430.	2015-01-13
PHI:I126	PHI:149	Q92207	HOG1	HOG1;CaO19.8514;CaO19.895	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	X90586;AACQ01000018;AACQ01000019	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0004707: calcium-mediated signaling; GO:0019722: cellular response to cadmium ion; GO:0071276: cellular response to drug; GO:0035690: cellular response to heat; GO:0034605: cellular response to osmotic stress; GO:0071470: cellular response to oxidative stress; GO:0034599: cellular response to pH; GO:0071467: chlamydospore formation; GO:0001410: cyclin-dependent protein kinase activating kinase activity; GO:0019912: cytoplasm; GO:0005737: filamentous growth; GO:0030447: filamentous growth of a population of unicellular organisms; GO:0044182: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0036180: filamentous growth of a population of unicellular organisms in response to heat; GO:0036168: fungal-type cell wall organization; GO:0031505: intracellular accumulation of glycerol; GO:0006973: MAP kinase activity; GO:1900429: negative regulation of filamentous growth of a population of unicellular organisms; GO:1900444: negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:1900432: negative regulation of filamentous growth of a population of unicellular organisms in response to heat; GO:0005634: nucleus; GO:0009405: pathogenesis; GO:0046173: polyol biosynthetic process; GO:0045860: positive regulation of protein kinase activity; GO:0004672: protein kinase activity; GO:0006468: protein phosphorylation; GO:0004674: protein serine/threonine kinase activity; GO:0000079: regulation of cyclin-dependent protein serine/threonine kinase activity; GO:1900443: regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0006355: regulation of transcription, DNA-templated; GO:0009651: response to salt stress; GO:0051403: stress-activated MAPK cascade; GO:0006351: transcription, DNA-templated	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		10322006: Alonso-Monge R, Navarro-García F, Molero G, Diez-Orejas R, Gustin M, Pla J, Sánchez M, Nombela C. (1999). "Role of the mitogen-activated protein kinase Hog1p in morphogenesis and virulence of Candida albicans." J Bacteriol 181(10): 3058-3068. .	2015-01-13
PHI:I127	PHI:151	Q9UQY5	KPP2	kpp2;ubc3	Mitogen-activated protein kinase (EC 2.7.11.24)	AF170532;AF193614	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0051701:interaction with host;GO:0005186(IMP):pheromone activity	POO:0000002:reduced virulence	Pre-penetration:Yes;Mating Defect:Yes												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		10594825: Müller P, Aichinger C, Feldbrügge M, Kahmann R. (1999). "The MAP kinase kpp2 regulates mating and pathogenic development in Ustilago maydis." Mol Microbiol 34(5): 1007-1017. 10.1046/j.1365-2958.1999.01661.x.	2015-01-13
PHI:I128	PHI:153	Q9UV51	OSM1	HOG1;OSM1;MGG_01822	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24) (Osmotic stress MAP kinase)	AF184980;CM001232	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005524:ATP binding; GO:0004707: cytoplasm; GO:0005737: MAP kinase activity; GO:0005634: nucleus; GO:0006355: regulation of transcription, DNA-templated; GO:0006351: transcription, DNA-templated		POO:0000003:unaffected pathogenicity													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		10521531: Dixon KP, Xu JR, Smirnoff N, Talbot NJ. (1999). "Independent signaling pathways regulate cellular turgor during hyperosmotic stress and appressorium-mediated plant infection by Magnaporthe grisea." Plant Cell 11(10): 2045-2058. 10.1105/tpc.11.10.2045.	2015-01-13
PHI:I129	PHI:156	Q9Y8E5	STE12alpha		STE12	AF542529	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	9986:Oryctolagus cuniculus (rabbit) 	n\a	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		10581270: Yue C, Cavallo LM, Alspaugh JA, Wang P, Cox GM, Perfect JR, Heitman J. (1999). "The STE12alpha homolog is required for haploid filamentation but largely dispensable for mating and virulence in Cryptococcus neoformans." Genetics 153(4): 1601-1615. .	2015-01-13
PHI:I130	PHI:156	Q9Y8E5	STE12alpha		STE12	AF542529	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		10581270: Yue C, Cavallo LM, Alspaugh JA, Wang P, Cox GM, Perfect JR, Heitman J. (1999). "The STE12alpha homolog is required for haploid filamentation but largely dispensable for mating and virulence in Cryptococcus neoformans." Genetics 153(4): 1601-1615. .	2015-01-13
PHI:I131	PHI:157	Q9Y885	TOXF	TOXF	Putative branched-chain-amino-acid aminotransferase TOXF (EC 2.6.1.42)	AF157629	5017:Bipolaris zeicola		4577:Zea mays	Monocot	GO:0052656:branched-chain amino acid biosynthetic process; GO:0052654: L-isoleucine transaminase activity; GO:0052655: L-leucine transaminase activity; GO:0009082: L-valine transaminase activity; GO:0009403: toxin biosynthetic process	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;John Antoniw		10627051: Cheng YQ, Ahn JH, Walton JD. (1999). "A putative branched-chain-amino-acid transaminase gene required for HC-toxin biosynthesis and pathogenicity in Cochliobolus carbonum." Microbiology 145 ( Pt 12)(): 3539-3546. .	2015-01-13
PHI:I132	PHI:158	O59918	UKC1	ukc1	Protein kinase Ukc1p (Fragment)	AF041843	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:Yes;Mating Defect:No												ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		10102363: Dürrenberger F, Kronstad J. (1999). "The ukc1 gene encodes a protein kinase involved in morphogenesis, pathogenicity and pigment formation in Ustilago maydis." Mol Gen Genet 261(2): 281-289. 10.1007/s004380050968.	2015-01-13
PHI:I133	PHI:159	O74686	URA5	URA5	Orotidine-5'-monophosphate pyrophosphorylase	AF070928	5037:Histoplasma capsulatum		10090:Mus musculus (house mouse) 	n\a	GO:0009116:nucleoside metabolic process; GO:0004588: orotate phosphoribosyltransferase activity; GO:0006221: pyrimidine nucleotide biosynthetic process	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		9916068: Retallack DM, Heinecke EL, Gibbons R, Deepe GS Jr, Woods JP. (1999). "The URA5 gene is necessary for histoplasma capsulatum growth during infection of mouse and human cells." Infect Immun 67(2): 624-629. .	2015-01-13
PHI:I134	PHI:160	Q9UVN5	AMT	AMT	AM-toxin synthetase	AF184074	5599:Alternaria alternata		3750:Malus domestica (apple) 	Dicot	GO:0003824:catalytic activity; GO:0031177: phosphopantetheine binding	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000001:loss of pathogenicity	Penetration:Yes												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research		10875335: Johnson RD, Johnson L, Itoh Y, Kodama M, Otani H, Kohmoto K. (2000). "Cloning and characterization of a cyclic peptide synthetase gene from Alternaria alternata apple pathotype whose product is involved in AM-toxin synthesis and pathogenicity." Mol Plant Microbe Interact 13(7): 742-753. 10.1094/mpmi.2000.13.7.742.	2015-01-13
PHI:I135	PHI:161	Q9HG08	BMP1	BMP1	Mitogen-activated protein kinase (EC 2.7.11.24)	AF205375	40559:Botrytis cinerea		3570:Dianthus caryophyllus (clove pink) 	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		10875333: Zheng L, Campbell M, Murphy J, Lam S, Xu JR. (2000). "The BMP1 gene is essential for pathogenicity in the gray mold fungus Botrytis cinerea." Mol Plant Microbe Interact 13(7): 724-732. 10.1094/mpmi.2000.13.7.724.	2015-01-13
PHI:I136	PHI:161	Q9HG08	BMP1	BMP1	Mitogen-activated protein kinase (EC 2.7.11.24)	AF205375	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		10875333: Zheng L, Campbell M, Murphy J, Lam S, Xu JR. (2000). "The BMP1 gene is essential for pathogenicity in the gray mold fungus Botrytis cinerea." Mol Plant Microbe Interact 13(7): 724-732. 10.1094/mpmi.2000.13.7.724.	2015-01-13
PHI:I137	PHI:161	Q9HG08	BMP1	BMP1	Mitogen-activated protein kinase (EC 2.7.11.24)	AF205375	40559:Botrytis cinerea		3764:Rosa	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		10875333: Zheng L, Campbell M, Murphy J, Lam S, Xu JR. (2000). "The BMP1 gene is essential for pathogenicity in the gray mold fungus Botrytis cinerea." Mol Plant Microbe Interact 13(7): 724-732. 10.1094/mpmi.2000.13.7.724.	2015-01-13
PHI:I138	PHI:162	Q9P8U9	CaFTR1		High-affinity iron permease CaFTR1	AF195775	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0006827:high-affinity iron ion transmembrane transport; GO:0033573: high-affinity iron permease complex; GO:0005381: iron ion transmembrane transporter activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		10807578: Ramanan N, Wang Y. (2000). "A high-affinity iron permease essential for Candida albicans virulence." Science 288(5468): 1062-1064. 10.1126/science.288.5468.1062.	2015-01-13
PHI:I139	PHI:163	O42720	CBP1	CBP1;HCBG_05800	Calcium-binding protein (CBP)	AF006209;GG663370	5037:Histoplasma capsulatum		10090:Mus musculus (house mouse) 	n\a	GO:0005615:extracellular space	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		11082066: Sebghati TS, Engle JT, Goldman WE. (2000). "Intracellular parasitism by Histoplasma capsulatum: fungal virulence and calcium dependence." Science 290(5495): 1368-1372. 10.1126/science.290.5495.1368.	2015-01-13
PHI:I140	PHI:164	O43115	CgDN3	DN3	DN3	U94180	5457:Glomerella cingulata		35627:Stylosanthes	Dicot		GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000001:loss of pathogenicity	Penetration:Yes	early infection stage											ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;John Keon		10975650: Stephenson SA, Hatfield J, Rusu AG, Maclean DJ, Manners JM. (2000). "CgDN3: an essential pathogenicity gene of colletotrichum gloeosporioides necessary to avert a hypersensitive-like response in the host Stylosanthes guianensis." Mol Plant Microbe Interact 13(9): 929-941. 10.1094/mpmi.2000.13.9.929.	2015-01-13
PHI:I141	PHI:165	Q9UQZ1	CgMEK1 (EMK1)	EMK1	MAP kinase kinase	AF169643;AF169644	5457:Glomerella cingulata		3435:Persea americana (avocado) 	n\a	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Pre-penetration:Yes;Penetration:Yes												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;John Keon		10948253: Kim YK, Kawano T, Li D, Kolattukudy PE. (2000). "A mitogen-activated protein kinase kinase required for induction of cytokinesis and appressorium formation by host signals in the conidia of Colletotrichum gloeosporioides." Plant Cell 12(8): 1331-1343. 10.1105/tpc.12.8.1331.	2015-01-13
PHI:I142	PHI:166	Q9UUS7	CHIP2	chip2	Hard-surface inducible protein	AF149296	5457:Glomerella cingulata		3435:Persea americana (avocado) 	n\a			POO:0000003:unaffected pathogenicity	Penetration:No;Pre-penetration:No	host surface (hard surface contact and ethylene)											ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;John Keon		10940006: Kim YK, Liu ZM, Li D, Kolattukudy PE. (2000). "Two novel genes induced by hard-surface contact of Colletotrichum gloeosporioides conidia." J Bacteriol 182(17): 4688-4695. 10.1128/jb.182.17.4688-4695.2000.	2015-01-13
PHI:I143	PHI:166	Q9UUS7	CHIP2	chip2	Hard-surface inducible protein	AF149296	5457:Glomerella cingulata		4081:Solanum lycopersicum (tomato) 	Dicot			POO:0000003:unaffected pathogenicity	Pre-penetration:No;Penetration:No	host surface (hard surface contact and ethylene)											ESO:0000002:gene deletion	Martin Urban,Rothamsted Research;John Keon		10940006: Kim YK, Liu ZM, Li D, Kolattukudy PE. (2000). "Two novel genes induced by hard-surface contact of Colletotrichum gloeosporioides conidia." J Bacteriol 182(17): 4688-4695. 10.1128/jb.182.17.4688-4695.2000.	2015-01-13
PHI:I144	PHI:167	Q9UUS8	CHIP3	chip3	Hard surface induced protein 3	AF089807	5457:Glomerella cingulata		3435:Persea americana (avocado) 	n\a	GO:0016747:transferase activity, transferring acyl groups other than amino-acyl groups		POO:0000003:unaffected pathogenicity	Pre-penetration:No;Penetration:No	host surface (hard surface contact and ethylene)											ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;John Keon		10940006: Kim YK, Liu ZM, Li D, Kolattukudy PE. (2000). "Two novel genes induced by hard-surface contact of Colletotrichum gloeosporioides conidia." J Bacteriol 182(17): 4688-4695. 10.1128/jb.182.17.4688-4695.2000.	2015-01-13
PHI:I145	PHI:167	Q9UUS8	CHIP3	chip3	Hard surface induced protein 3	AF089807	5457:Glomerella cingulata		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0016747:transferase activity, transferring acyl groups other than amino-acyl groups		POO:0000003:unaffected pathogenicity	Pre-penetration:No;Penetration:No	host surface (hard surface contact and ethylene)											ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;John Keon		10940006: Kim YK, Liu ZM, Li D, Kolattukudy PE. (2000). "Two novel genes induced by hard-surface contact of Colletotrichum gloeosporioides conidia." J Bacteriol 182(17): 4688-4695. 10.1128/jb.182.17.4688-4695.2000.	2015-01-13
