PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	Host_response	Experimental_evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:1847	Uniprot	I1RYK8	FGSG_09464	PH-1	GzZC162			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1848	Uniprot	I1RXV1	FGSG_09177	PH-1	GzZC163			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1849	Uniprot	I1S0N2	FGSG_10266	PH-1	GzZC164			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1850	Uniprot	I1RXK9	FGSG_09080	PH-1	GzZC165			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1851	Uniprot	I1RXJ3	FGSG_09064	PH-1	GzZC166			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Lethal													Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1852	Uniprot	I1S170	FGSG_10468	PH-1	GzZC167			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1853	Uniprot	I1RXZ8	FGSG_09225	PH-1	GzZC168			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1854	Uniprot	I1S054	FGSG_10070	PH-1	GzZC169			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1855	Uniprot	I1S611	FGSG_12282	PH-1	GzZC170			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1856	Uniprot	I1S377	FGSG_11247	PH-1	GzZC171			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1857	Uniprot	I1S3I1	FGSG_11364	PH-1	GzZC172			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1858	Uniprot	I1S3H6	FGSG_11358	PH-1	GzZC173			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1859	Uniprot	I1S3H3	FGSG_11355	PH-1	GzZC174			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1860	Uniprot	I1RVR1	FGSG_08349	PH-1	GzZC175			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1861	Uniprot	I1RUV3	FGSG_08010	PH-1	GzZC176			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1862	Uniprot	I1RL97	FGSG_04683	PH-1	GzZC177			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1863	Uniprot	I1RL85	FGSG_04671	PH-1	GzZC178			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1864	Uniprot	I1SAX2	FGSG_14003	PH-1	GzZC179			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1865	Uniprot	I1S9C5	FGSG_13455	PH-1	GzZC180			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1866	Uniprot	I1S5J4	FGSG_12115	PH-1	GzZC181			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1867	Uniprot	I1RL02	FGSG_04576	PH-1	GzZC182			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1868	Uniprot	I1RKR4	FGSG_04480	PH-1	GzZC183			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	defective	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1869	Uniprot	I1RDY4	FGSG_01853	PH-1	GzZC184			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1870	Uniprot	I1RDS9	FGSG_01795	PH-1	GzZC185			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1871	Uniprot	I1RTX0	FGSG_07638	PH-1	GzZC186			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Lethal													Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1872	Uniprot	I1RTU2	FGSG_07609	PH-1	GzZC187			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Lethal													Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1873	Uniprot	I1RTT8	FGSG_07604	PH-1	GzZC188			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1874	Uniprot	I1RTS5	FGSG_07591	PH-1	GzZC189			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1875	Uniprot	I1RTS3	FGSG_07589	PH-1	GzZC190			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1876	Uniprot	I1RD28	FGSG_01515	PH-1	GzZC191			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1877	Uniprot	I1RPI7	FGSG_05958	PH-1	GzZC192			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1878	Uniprot	I1RPF6	FGSG_05925	PH-1	GzZC193			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1879	Uniprot	I1RJB8	FGSG_03929	PH-1	GzZC194			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1880	Uniprot	I1RJB0	FGSG_03919	PH-1	GzZC195			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1881	Uniprot	I1RJA3	FGSG_03912	PH-1	GzZC196			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1882	Uniprot	I1RJ84	FGSG_03892	PH-1	GzZC197			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1883	Uniprot	I1RJ71	FGSG_03878	PH-1	GzZC198			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1884	Uniprot	I1RJ58	FGSG_03861	PH-1	GzZC199			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1885	Uniprot	I1RJ54	FGSG_03857	PH-1	GzZC200			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1886	Uniprot	I1RU19	FGSG_07693	PH-1	GzZC201			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1887	Uniprot	I1RHZ6	FGSG_03415	PH-1	GzZC202			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1888	Uniprot	I1RHY2	FGSG_03399	PH-1	GzZC203			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1889	Uniprot	I1RHX4	FGSG_03390	PH-1	GzZC204			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1890	Uniprot	I1RTH7	FGSG_07482	PH-1	GzZC205			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1891	Uniprot	I1RRM0	FGSG_06750	PH-1	GzZC206			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1892	Uniprot	I1RRH8	FGSG_06699	PH-1	GzZC207			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1893	Uniprot	I1RNY0	FGSG_05725	PH-1	GzZC208			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1894	Uniprot	I1RNX2	FGSG_05716	PH-1	GzZC209			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1895	Uniprot	I1RNU2	FGSG_05682	PH-1	GzZC210			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1896	Uniprot	I1RNR1	FGSG_05646	PH-1	GzZC211			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1897	Uniprot	I1RH09	FGSG_03044	PH-1	GzZC212			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1898	Uniprot	I1RH03	FGSG_03037	PH-1	GzZC213			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1899	Uniprot	I1RGU2	FGSG_02969	PH-1	GzZC214			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1900	Uniprot	I1RND0	FGSG_05503	PH-1	GzZC215			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	aberrant	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1901	Uniprot	I1RK07	FGSG_04191	PH-1	GzZC216			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1902	Uniprot	I1RJS7	FGSG_04109	PH-1	GzZC217			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					reduced	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1903	Uniprot	I1RHR4	FGSG_03327	PH-1	GzZC218			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1904	Uniprot	I1RHR0	FGSG_03322	PH-1	GzZC219			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1905	Uniprot	I1RHN3	FGSG_03294	PH-1	GzZC220			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1906	Uniprot	I1RHN1	FGSG_03292	PH-1	GzZC221			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1907	Uniprot	I1RHJ0	FGSG_03246	PH-1	GzZC222			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1908	Uniprot	I1RHH3	FGSG_03226	PH-1	GzZC223			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1909	Uniprot	I1RHG6	FGSG_03219	PH-1	GzZC224			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1910	Uniprot	I1RHG2	FGSG_03214	PH-1	GzZC225			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1911	Uniprot	I1RHF6	FGSG_03207	PH-1	GzZC226			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1912	Uniprot	I1RHF1	FGSG_03201	PH-1	GzZC227			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	wild type	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1913	Uniprot	I1RP37	FGSG_05789	PH-1	GzZC228			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					wild type	aberrant	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
PHI:1914	Uniprot	I1RQ27	FGSG_06160	PH-1	GzZC229			5518	Gibberella zeae (related: Fusarium graminearum)	GZ3639	Fusarium ear blight	Monocot	4564	Wheat	transcription factor				Unaffected pathogenicity					reduced	defective	wild type						Gene deletion	MU	MU			10.1371/journal.ppat.1002310	
