PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:525			NCBI	EAA72509	PH-1; NRRL 31084	TRI14							5518	Gibberella zeae (related: Fusarium graminearum)	229533	GZ3639	Fusarium ear blight	Monocot	4565	Wheat					DON toxin biosynthesis	GO:0009405, IMP	GO		Reduced virulence																gene deletion; complementation			TKB; AB; AC	16277434	PubMed	10.1021/jf051441a	In planta toxin production is abolished in the mutant.
PHI:526	Uniprot	Q705V7	EMBL	CAF05793	CL13	GAS1							5270	Ustilago maydis	5270	FB1, FB2	Corn smut	Monocot	4577	Maize					Glucosidase 1	GO:0009405, IMP; GO:0044412; GO:0004558	GO		Reduced virulence	No	No	No	Yes											Indications that gas1 mutants provoke a plant response	gene deletion			TKB	16272431	PubMed	10.1105/tpc.105.036285	
PHI:527	Uniprot	Q59L12	EMBL	AAO72959	SC5314	ALS3							5476	Candida albicans	5476	CAI-4	Candidiasis		9606	Human					Cell surface protein	GO:0009405, IMP	GO		Reduced virulence																gene disruption; complementation			TKB	15256583	PubMed	10.1099/mic.0.26943-0	Human umbilical vein endothelial cells 
PHI:527	Uniprot	Q59L12	EMBL	AAO72959	SC5314	ALS3							5476	Candida albicans	5476	CAI-4	Candidiasis		9606	Human					Cell surface protein	GO:0009405, IMP	GO		Reduced virulence																gene disruption; complementation			TKB	15256583	PubMed	10.1099/mic.0.26943-0	Buccal reconstituted human epithelium 
PHI:528	Uniprot	Q6IWN3	EMBL	AAT39367		CLA4							5270	Ustilago maydis	5270	FB2	Corn smut	Monocot	4577	Maize					Serine/threonine kinase	GO:0009405, IMP	GO		Loss of pathogenicity 																gene deletion			TKB	15469512	PubMed	10.1111/j.1365-2958.2004.04296.x	
PHI:529	Uniprot	Q5VB04	EMBL	AAT28197		AVR4E							5499	Cladosporium fulvum	5499		Leaf mold	Dicot	4081	Tomato					Effector protein				Effector (plant avirulence determinant)																other evidence			TKB; KHK	10571888	PubMed		
PHI:530	Uniprot	Q8L552	EMBL	AAM20937	P6954	AVR1B-1							67593	Phytophthora sojae	67593	P6954	Root rot	Dicot	3847	Soybean					Effector protein				Effector (plant avirulence determinant)																functional test in host: direct injection			TKB; KHK	15077672	PubMed		AVR1b-1 protein synthesized in Pichia pastoris and infiltrated into soybean leaves carrying the Rps1b resistance gene triggers a hypersensitive response.
PHI:531	Uniprot	Q4VKJ6	EMBL	AAX51198	Emoy2	ATR1 (ATR1NdWsB)							123356	Hyaloperonospora parasitica	123356		Downy mildew	Dicot	3702	Arabidopsis thaliana					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB	15894715	PubMed		Emoy2 isolate, cobombarded of leaves with a test construct and 35S:GUS
PHI:532	Uniprot	Q6R661	EMBL	AAS66948	CH5	AVRL567-A							5261	Melampsora lini	5261		Flax rust	Dicot	4006	Flax					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB; KHK	14973158	PubMed	10.1105/tpc.020040	Transient expression in a host co-expressing L5, L6, or L7 resistance gene leads to hypersensitive response-like necrosis.
PHI:532	Uniprot	Q6R661	EMBL	AAS66948	CH5	AVRL567-A							5261	Melampsora lini	5261		Flax rust	Dicot	4097	Tobacco					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB; KHK	14973158	PubMed	10.1105/tpc.020040	Transient expression in a non-host co-expressing L5, L6, or L7 resistance gene leads to hypersensitive response-like necrosis.
PHI:533	Uniprot	Q6R659	EMBL	AAS66949	CH5	AVRL567-b							5261	Melampsora lini	5261		Flax rust	Dicot	4006	Flax					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB; KHK	14973158	PubMed	10.1105/tpc.020040	Transient expression in a host co-expressing L5, L6, or L7 resistance gene leads to hypersensitive response-like necrosis.
PHI:533	Uniprot	Q6R659	EMBL	AAS66949	CH5	AVRL567-b							5261	Melampsora lini	5261		Flax rust	Dicot	4097	Tobacco					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB; KHK	14973158	PubMed	10.1105/tpc.020040	Transient expression in a non-host co-expressing L5, L6, or L7 resistance gene leads to hypersensitive response-like necrosis.
PHI:534	Uniprot	P78737	EMBL	AAB61464	BFP	TOXA							45151	Pyrenophora tritici-repentis	45151	SD-20	Tan spot	Monocot	4565	Wheat					Protein Toxin				Increased virulence (Hypervirulence)																complementation			TKB; KHK	9061946	PubMed	10.1105/tpc.9.2.135	Transformation of the ToxA gene into a non-toxin-producing isolate of P. tritici-repentis leads to both toxin production and pathogenicity.
PHI:535	Uniprot	Q2MV46	EMBL	ABB96264	CH5	AVRM							5261	Melampsora lini	5261		Flax rust	Dicot	4006	Flax					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB	16326930	PubMed	10.1105/tpc.105.035980	
PHI:536	Uniprot	Q2MV49	EMBL	ABB96261	CH5	AVRP4							5261	Melampsora lini	5261		Flax rust	Dicot	4006	Flax					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB	16326930	PubMed	10.1105/tpc.105.035980	
PHI:537	Uniprot	Q2MV43	EMBL	ABB96267	CH5	AvrP123							5261	Melampsora lini	5261		Flax rust	Dicot	4006	Flax					Effector protein				Effector (plant avirulence determinant)																functional test in host: transient expression			TKB	16326930	PubMed	10.1105/tpc.105.035980	
PHI:538	Uniprot	Q5XTQ5	EMBL	AAU87358	SAS56	FRT1							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					Fructose transporter	GO:0005353	GO		Unaffected pathogenicity								unaffected								gene disruption		JVK	SH	15950157	PubMed	10.1016/j.fgb.2005.03.001	
PHI:538	Uniprot	Q5XTQ5	EMBL	AAU87358	SAS56	FRT1							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	3885	Bean					Fructose transporter	GO:0005353	GO		Unaffected pathogenicity								unaffected								gene disruption		JVK	SH	15950157	PubMed	10.1016/j.fgb.2005.03.001	
PHI:540	Uniprot	Q8X116	EMBL	CAD21438	Bd90	BCPME2							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					Pectin Methylesterase	GO:0030599	GO		Unaffected pathogenicity								unaffected								gene deletion		JVK	SH		Not in PubMed		
PHI:540	Uniprot	Q8X116	EMBL	CAD21438	Bd90	BCPME2							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3603	Grape					Pectin Methylesterase	GO:0030599	GO		Unaffected pathogenicity								unaffected								gene deletion		JVK	SH		Not in PubMed		
PHI:540	Uniprot	Q8X116	EMBL	CAD21438	Bd90	BCPME2						PHI:278	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					Pectin Methylesterase	GO:0030599	GO		Unaffected pathogenicity								unaffected								gene deletion		JVK	SH		Not in PubMed		
PHI:540	Uniprot	Q8X116	EMBL	CAD21438	Bd90	BCPME2						PHI:278	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3603	Grape					Pectin Methylesterase	GO:0030599	GO		Unaffected pathogenicity								unaffected								gene deletion		JVK	SH		Not in PubMed		
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3885	Bean					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		Phaseolus vulgaris cv. Hiltrud
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1						PHI:69	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	13546	Gerbera					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		Tomato cv. Paradiser
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1						PHI:69	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		Tomato cv. Paradiser;
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1						PHI:69	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3885	Bean					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		Phaseolus vulgaris cv. Hiltrud;
PHI:541	Uniprot	Q5XTQ4	EMBL	AAU87359	SAS56	LIP1						PHI:69	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3570	Carnation					Lipase	GO:0016298; GO:0004806	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		
PHI:542	Uniprot	Q96WN1	EMBL	AAK77951	SAS56	BCCAT2							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	3885	Bean					Catalase	GO:0004096	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		
PHI:542	Uniprot	Q96WN1	EMBL	AAK77951	SAS56	BCCAT2							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					Catalase	GO:0004096	GO		Unaffected pathogenicity																gene disruption		JVK	SH		Not in PubMed		
PHI:543	Uniprot	Q96VL9	EMBL	CAC41639	SAS56	BCATRD							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					ABC transporter	GO:0042626	GO		Unaffected pathogenicity																gene deletion		JVK	SH		Not in PubMed		
PHI:543	Uniprot	Q96VL9	EMBL	CAC41639	SAS56	BCATRD						PHI:544	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					ABC transporter	GO:0042626	GO		Unaffected pathogenicity																gene deletion		JVK	SH	12324349	PubMed		
PHI:544	Uniprot	Q9P8L8	EMBL	AAF64435	SAS56	BCMFS1						PHI:543	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					MFS transporters				Unaffected pathogenicity																gene deletion		JVK	SH	12324349	PubMed		
PHI:544	Uniprot	Q9P8L8	EMBL	AAF64435	SAS56	BCMFS1						PHI:202	40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					MFS transporters				Unaffected pathogenicity																gene deletion		JVK	SH	12324349	PubMed		
PHI:544	Uniprot	Q9P8L8	EMBL	AAF64435	SAS56	BCMFS1							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					MFS transporters				Unaffected pathogenicity																gene deletion		JVK	SH	12324349	PubMed		
PHI:545	Uniprot	Q9HG08	EMBL	AAG23132	BC29; BC29	BMP1							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					MAP Kinase	GO:0004707, NAS; GO:0009405, IMP; GO:0044405, IMP; GO:0044409, IMP	GO		Loss of pathogenicity 		Yes														gene disruption; complementation		JVK	SH	16420354	PubMed	10.1111/j.1365-2958.2005.04991.x	
PHI:546	Uniprot	Q2LMP0	EMBL	AAZ03776	SAS56	XYN11A							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	4081	Tomato					endo-beta-1,4-xylanase	GO:0009405, IMP; GO:0031176	GO		Reduced virulence																gene disruption; complementation		JVK	SH	16404950	PubMed		
PHI:546	Uniprot	Q2LMP0	EMBL	AAZ03776	SAS56	XYN11A							40559	Botrytis cinerea	40559	B05.10	Grey mold rot	Dicot	3603	Grape					endo-beta-1,4-xylanase	GO:0009405, IMP; GO:0031176	GO		Reduced virulence																gene disruption; complementation		JVK	SH	16404950	PubMed		Tested on grape berries
PHI:547	Uniprot	Q6IVV6	EMBL	AAT40313	SAS56	CEL5A							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					endo-beta-1,4-xylanase	GO:0008810	GO		Unaffected pathogenicity								unaffected								gene disruption		JVK	SH		Not in PubMed		
PHI:547	Uniprot	Q6IVV6	EMBL	AAT40313	SAS56	CEL5A							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	13546	Gerbera					endo-beta-1,4-xylanase	GO:0008810	GO		Unaffected pathogenicity								unaffected								gene disruption		JVK	SH		Not in PubMed		Tested on gerbera petals
PHI:548	Uniprot	Q2LK92	EMBL	ABA25866	T4	BcPIC5							40559	Botrytis cinerea	40559	T4	Grey mold rot	Dicot	4081	Tomato					Unknown	GO:0009405, IMP; GO:0044419	GO		Reduced virulence								unaffected								gene disruption; complementation		JVK	SH; AB	16497329	PubMed	10.1016/j.jmb.2006.01.076	
PHI:548	Uniprot	Q2LK92	EMBL	ABA25866	T4	BcPIC5							40559	Botrytis cinerea	40559	T4	Grey mold rot	Dicot	3885	Bean					Unknown	GO:0009405, IMP; GO:0044419	GO		Reduced virulence								unaffected								gene disruption; complementation		JVK	SH; AB	16497329	PubMed	10.1016/j.jmb.2006.01.076	
PHI:549	Uniprot	Q8TG14	EMBL	AAM14606	Bd90	BCCHS3a							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	3603	Grape					Chitin Synthase	GO:0009405, IMP; GO:0004100; GO:0044412	GO		Reduced virulence		No	No	Yes				reduced on solid medium, not in liquid medium								gene disruption; complementation		JVK	SH; AB	16882034	PubMed	10.1111/j.1462-5822.2006.00711.x	Tested on V. vinifera cv Chardonnay leaves
PHI:549	Uniprot	Q8TG14	EMBL	AAM14606	Bd90	BCCHS3a							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	3702	Arabidopsis thaliana					Chitin Synthase	GO:0009405, IMP; GO:0004100; GO:0044412	GO		Reduced virulence		No	No	Yes				reduced on solid medium, not in liquid medium								gene disruption; complementation		JVK	SH; AB	16882034	PubMed	10.1111/j.1462-5822.2006.00711.x	
PHI:550	Uniprot	Q8X1E7	EMBL	AAL37947	L	BOS1							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	3885	Bean					Histidine Kinase	GO:0009405, IMP; GO:0004673; GO:0016772	GO		Reduced virulence																gene disruption; complementation		JVK	SH	16941908	PubMed		
PHI:550	Uniprot	Q8X1E7	EMBL	AAL37947	L	BOS1							40559	Botrytis cinerea	40559		Grey mold rot	Dicot	4081	Tomato					Histidine Kinase	GO:0009405, IMP; GO:0004673; GO:0016772	GO		Reduced virulence																gene disruption; complementation		JVK	SH	16941908	PubMed		
PHI:551	Uniprot	Q9C1U1	EMBL	BAB40947		HIK1							318829	Magnaporthe oryzae			Rice blast	Dicot	4530	Rice					Histidine Kinase	GO:0000155	GO		Unaffected pathogenicity								unaffected								gene disruption			SH; MU	15707841	PubMed		
PHI:552	Uniprot	Q96WM9	EMBL	AAK77953	SAS56	BcLCC2							40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	3885	Bean					Laccase2	GO:0008471	GO		Unaffected pathogenicity																gene deletion		JVK	SH	11929539	PubMed		
PHI:552	Uniprot	Q96WM9	EMBL	AAK77953	SAS56	BcLCC2							40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	4081	Tomato					Laccase2	GO:0008471	GO		Unaffected pathogenicity																gene deletion		JVK	SH	11929539	PubMed		
PHI:552	Uniprot	Q96WM9	EMBL	AAK77953	SAS56	BcLCC2							40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	3603	Grape					Laccase2	GO:0008471	GO		Unaffected pathogenicity																gene deletion		JVK	SH	11929539	PubMed		
PHI:552	Uniprot	Q96WM9	EMBL	AAK77953	SAS56	BcLCC2							40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	3818	Peanut					Laccase2	GO:0008471	GO		Unaffected pathogenicity																gene deletion		JVK	SH	11929539	PubMed		
PHI:553	Uniprot	Q8ZPP5	EMBL	AAL20316	LT2; SGSC 1412; ATCC 700720	ssrA	SPI2					PHI:554	28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IGI; GO:0009405, IGI	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells and  BALB/cJ mice (isolated from spleen)
PHI:553	Uniprot	Q8ZPP5	EMBL	AAL20316	LT2; SGSC 1412; ATCC 700720	ssrA	SPI2						28901	Salmonella enterica	90371	serovar Typhimurium ATCC 14028	Gastroenteritis		10090	Mouse					Type III secretion	GO:0044412, IMP	GO		Reduced virulence																other evidence		RK	SH	10692360	PubMed		Signature-tagged mutagenesis (STM); Tested in BALB/cJ mice (isolated from spleen); ssrA is required for expression of ivi genes
PHI:554	Uniprot	Q8XFU4	EMBL	AAO68911	Ty2	ssrB	SPI2					PHI:553	28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IGI; GO:0009405, IGI	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:555	Uniprot	P0CZ04	EMBL	AAL20317	LT2; SGSC 1412; ATCC 700720	ssaB	SPI2						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IMP; GO:0009405, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells and  BALB/cJ mice (isolated from spleen)
PHI:556	Uniprot	Q8Z6L6	EMBL	AAO68920	Ty2	sseC	SPI2						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IMP; GO:0009405, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:557	Uniprot	Q8Z6L8	EMBL	AAO68922	Ty2	sseE	SPI2						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IMP; GO:0009405, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:558	Uniprot	Q8Z6M0	EMBL	AAO68924	Ty2	sseF	SPI2						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse					Type III secretion	GO:0030254, NAS; GO:0030257, NAS; GO:0044412, IMP; GO:0009405, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:559	Uniprot	Q8Z7H8	EMBL	AAO69321	Ty2	sifA							28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse						GO:0009405, IMP; GO:0051701, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:560	Uniprot	P96058	EMBL	AAO68606	Ty2	sirA							28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse						GO:0009405, IMP; GO:0044409, NAS; GO:0044412, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells with polar and nonpolar mutants
PHI:561	Uniprot	Q8Z4A4	EMBL	AAO70332	Ty2	orgA	SPI1						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse						GO:0030254, NAS; GO:0030257, NAS	GO																		other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells and  BALB/cJ mice (isolated from spleen)
PHI:561	Uniprot	Q8Z4A4	EMBL	AAO70332	Ty2	orgA	SPI1						28901	Salmonella enterica	90371	serovar Typhimurium ATCC 14028	Gastroenteritis		10090	Mouse						GO:0044412, IMP	GO		Reduced virulence																other evidence		RK	SH; AC	10569754	PubMed		Signature-tagged mutagenesis (STM); Tested in BALB/cJ mice (isolated from spleen and Peyer's patches)
PHI:562	Uniprot	Q8Z445	EMBL	AAO70423	Ty2	barA							28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse						GO:0030254, NAS; GO:0030257, NAS	GO																		other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells
PHI:563	Uniprot	P43015	EMBL	AAL21756	LT2; SGSC 1412; ATCC 700720	hilA	SPI1						28901	Salmonella enterica	216597	serovar Typhimurium SL1344	Gastroenteritis		10090	Mouse						GO:0030254, NAS; GO:0030257, NAS	GO		Reduced virulence																other evidence		RK	SH; AC	16113260	PubMed	10.1128/IAI.73.9.5438-5449.2005	Signature-tagged mutagenesis (STM); Tested in RAW 264.7 macrophage- like cells with polar and nonpolar mutants
