Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 2485	PHI:2167	Uniprot	G4N1A3	EMBL	EHA52374.1	70-15	EXP5	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			leaves; roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Calcium chloride; Galactose	Calcium chloride: 10035-04-8; Galactose: 3646-73-9	no data found			no data found	Gene disruption: Gene complementation		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2486	PHI:2168	Uniprot	G4MU85	Genbank	MGG_11346.6	70-15	Hypothetical protein	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced; aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2487	PHI:2169	Uniprot	G4N027	Genbank	MGG_06188.6	70-15	Conserved hypothetical protein	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			roots	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	aberrant	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2488	PHI:2169	Uniprot	G4N027	Genbank	MGG_06188.6	70-15	Conserved hypothetical protein	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2489	PHI:2170	Uniprot	G4MQR5	Genbank	MGG_09312.6	70-15	Conserved hypothetical protein	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	Transcription factor	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced; aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2490	PHI:2170	Uniprot	G4MQR5	Genbank	MGG_09312.6	70-15	Conserved hypothetical protein	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			roots	Transcription factor	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced; aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2491	PHI:2171	Uniprot	G4NJD1	Genbank	MGG_15019.6	70-15	Peroxisomal copper amine oxidase	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			roots	Cu-amine-oxidase	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2492	PHI:2171	Uniprot	G4NJD1	Genbank	MGG_15019.6	70-15	Peroxisomal copper amine oxidase	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	Cu-amine-oxidase	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2493	PHI:2172	Uniprot	G4NHF4	Genbank	MGG_03860.6	70-15	TPS1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Integrates control of glucose-6-phosphate metabolism and nitrogen source utilization; Regulation of nitrate metabolism	no data found	no data found	Oxidative pentose phosphate pathway	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	no comments
Record 2494	PHI:2173	Uniprot	G4N9C8	Genbank	MGG_10017.6	70-15	NMR1	no data found					PHI:2172	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Corepressor to control virulence-associated gene expression downstream of Tps1	no data found	no data found	Oxidative pentose phosphate pathway	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	NMR genes reduced the loss of pathogenecity symptoms cause due to deletion of the TPS1 gene
Record 2495	PHI:2174	Uniprot	G5EHQ9	Genbank	MGG_02860.6 	70-15	NMR2	no data found					PHI:2172	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Corepressor to control virulence-associated gene expression downstream of Tps1	no data found	no data found	Oxidative pentose phosphate pathway	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	NMR genes reduced the loss of pathogenecity symptoms cause due to deletion of the TPS1 gene
Record 2496	PHI:2175	Uniprot	G4NAJ0	Genbank	MGG_09705.6	70-15	NMR3	no data found					PHI:2172	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Corepressor to control virulence-associated gene expression downstream of Tps1	no data found	no data found	Oxidative pentose phosphate pathway	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	NMR genes reduced the loss of pathogenecity symptoms cause due to deletion of the TPS1 gene
Record 2497	PHI:2176	Uniprot	G4N4Y2	Genbank	MGG_06050.6	70-15	ASD4	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Transcription factor	no data found	no data found	no data  found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	NMR genes reduced the loss of pathogenecity symptoms cause due to deletion of the TPS1 gene
Record 2498	PHI:2177	Uniprot	G4MQP9	Genbank	MGG_09299.6	70-15	PAS1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Transcription factor	no data found	no data found	no data  found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	enhanced	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21115813	Pubmed	10.1073/pnas.1006839107	NMR genes reduced the loss of pathogenecity symptoms cause due to deletion of the TPS1 gene
Record 2499	PHI:2178	Uniprot	G4MNV0	EMBL	EHA57107.1 	70-15	MoSFl1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			seedlings; leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no	no	yes	no data found	reduced	no data found	wild type	wild type	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21625508	Pubmed	10.1371/journal.pone.0019951	no comments
Record 2500	PHI:2179	Uniprot	F8SM03	GenBank	HQ650870	70-15	Moplaa	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Phospholipase A2-activating  protein	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	defective	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21482087	Pubmed	10.1016/j.micres.2011.02.003	no comments
Record 2501	PHI:2180	Uniprot	G4N7A0	EMBL	EHA50810.1	70-15	MoTea4	no data found					no	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	4530	Rice	no data found			leaves	Regulate polarized growth and morphogenesis	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	reduced; aberrant	no data found	wild type; aberrant	defective	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	20472691	Pubmed	10.1128/EC.00292-09	no comments
Record 2502	PHI:2180	Uniprot	G4N7A0	EMBL	EHA50810.1	70-15	MoTea4	no data found					no	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	Regulate polarized growth and morphogenesis	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	reduced; aberrant	no data found	wild type; aberrant	defective	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	20472691	Pubmed	10.1128/EC.00292-09	no comments
Record 2503	PHI:2181	Uniprot	G4MRZ9	GenBank	XP_365782	70-15	MoDUO1	chromosome II					no	318829	Magnaporthe oryzae		Y34	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no	yes	yes	no data found	reduced; aberrant	no data found	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21901484	Pubmed	10.1007/s00294-011-0355-1	no comments
Record 2504	PHI:2182	Uniprot	B6VCT6	GenBank	FJ374666	70-15	MoAtg4	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	no data found			leaves; roots	Cysteine protease	no data found	no data found	no data found	Loss of pathogenicity	yes	yes	yes	yes	no data found	reduced	reduced	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19923912	Pubmed	no data found	no comments
Record 2505	PHI:2182	Uniprot	B6VCT6	GenBank	FJ374666	70-15	MoAtg4	no data found					no	318829	Magnaporthe oryzae		2539	Rice blast	Monocot	4530	Rice	no data found			leaves; roots	Cysteine protease	no data found	no data found	no data found	Loss of pathogenicity	yes	yes	yes	yes	no data found	reduced	reduced	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19923912	Pubmed	no data found	no comments
Record 2506	PHI:2182	Uniprot	B6VCT6	GenBank	FJ374666	70-15	MoAtg4	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	no data found			leaves; roots	Cysteine protease	no data found	no data found	no data found	Loss of pathogenicity	yes	yes	yes	yes	no data found	reduced	reduced	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19923912	Pubmed	no data found	no comments
Record 2507	PHI:2182	Uniprot	B6VCT6	GenBank	FJ374666	70-15	MoAtg4	no data found					no	318829	Magnaporthe oryzae		2539	Rice blast	Monocot	112509	Barley	no data found			leaves; roots	Cysteine protease	no data found	no data found	no data found	Loss of pathogenicity	yes	yes	yes	yes	no data found	reduced	reduced	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19923912	Pubmed	no data found	no comments
Record 2508	PHI:2183	Uniprot	A4QUT2	EMBL	EHA48040.1	70-15	CPXB	no data found					no	318829	Magnaporthe oryzae		 Ina86-137	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; leaves	Catalase-Peroxidase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no	no data found	no data found	wild type	no data found	wild type	wild type	Hydrogen peroxide	Hydrogen peroxide: 7722-84-1	no data found			no data found	Gene disruption; Gene complementation		na	RP	21043575	Pubmed	10.1094 / MPMI -07-10-0175	"H2O2 at 5 mM strongly inhibited the growth of ΔCPXB strains, while the growth of the control strain and  cCPXB strain exhibited approximately 50% inhibition. 
These results strongly suggested that CPXB is a major se-creted catalase of M. oryzae for the degradation of extracellu-lar H2O2, conferring resistance against H2O2 during vegetative growth."
Record 2509	PHI:2184	Uniprot	G4NDX0	EMBL	EHA49352	70-15	HTF1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves; roots	Positive regulator for the differentiation of conidia	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no	no	no	no data found	reduced	no data found	wild type	wild type	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	20192824	Pubmed	10.1094 / MPMI -23-4-0366	no comments
Record 2510	PHI:2185	Uniprot	G4MUT8	EMBL	EHA54868	70-15	PIC1	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; leaves	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no	no	no	no data found	reduced	no data found	wild type	wild type	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21642506	Pubmed	10.1128/EC.00007-11	no comments
Record 2511	PHI:2186	Uniprot	G4N6E2	EMBL	EHA49812 	70-15	PIC5	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; leaves	Virulence factor	no data found	no data found	no data found	Reduced virulence	no data found	yes	yes	yes	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21642506	Pubmed	10.1128/EC.00007-11	no comments
Record 2512	PHI:2185	Uniprot	G4MUT8	EMBL	EHA54868	70-15	PIC1	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no	no	no	no data found	reduced	no data found	wild type	wild type	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21642506	Pubmed	10.1128/EC.00007-11	no comments
Record 2513	PHI:2186	Uniprot	G4N6E2	EMBL	EHA49812 	70-15	PIC5	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	Virulence factor	no data found	no data found	no data found	Reduced virulence	no data found	yes	yes	yes	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21642506	Pubmed	10.1128/EC.00007-11	no comments
Record 2514	PHI:2187	Uniprot	G4N3L5	EMBL	EHA52690.1	70-15	MST12	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; Leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	no data found	no data found	wild type	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	21276092	Pubmed	10.1111/j.1365-2958.2011.07556.x	no comments
Record 2515	PHI:2188	Uniprot	G4NJ14	EMBL	EHA46230.1	70-15	MoMCM1	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; Leaves	no data found	no data found	no data found	no data found	Reduced virulence	yes	yes	yes	yes	no data found	reduced	reduced	reduced	aberrant	sorbitol; YEG; Cyclic AMP	Sorbitol: 50-70-4; Cyclic AMP: 60-92-4	no data found			no data found	Gene deletion: full		na	RP	21276092	Pubmed	10.1111/j.1365-2958.2011.07556.x	Momcm1 mutant has an increased sensitivity to hyperosmotic stress.The Momcm1 mutant still responded to exogenous cAMP and formed mela-nized appressoria. 
